Cosignee,Origin,Destination
 Royal Estates Tea Co. ," Valencia, Spain"," Norfolk, Virginia"
" Platina Seafood, Inc. "," Antwerp, Belgium"," Miami, Florida"
 Eb Express Provions Inc. ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Pepsi Cola Mexicana S De Rl De Cv ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Embotelladora De Sula Sa ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Pepsi Cola Manufactuuring Intl Ltd ," Caucedo, Dominican Republic"," San Juan, Puerto Rico"
 Pepsi Cola ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Pepsi Manufacturing Intl ," Caucedo, Dominican Republic"," San Juan, Puerto Rico"
 Pepsi Cola Manufacturing Intl Ltd ," Caucedo, Dominican Republic"," San Juan, Puerto Rico"
" American Sugar Refining, Inc "," Maceio, Brazil"," New York, New York"
 Mountain Rose Herbs ," Santos, Brazil"," New York, New York"
 Superior Foods ," Callao, Peru"," Port Everglades, Florida"
 Pure Leaf Naturals Inc ," Santos, Brazil"," Houston, Texas"
 Sodipal S.a. ," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 Royal Estates Tea Co ," Colombo, Sri Lanka"," Norfolk, Virginia"
 Pepsi Cola Sales Distribution ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Pepsicola Cola Manufacturing Intl ," Caucedo, Dominican Republic"," San Juan, Puerto Rico"
 Gos Wines ," Genoa, Italy"," New York, New York"
 Wai Fat Seafood Co Ltd ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Benron Perfume Llc ," Valencia, Spain"," Port Everglades, Florida"
 a&P Construction ," Hamble, United Kingdom"," New York, New York"
 Premier Beverage Co. Tampa ," Leghorn, Italy"," Port Everglades, Florida"
 Benron Perfume ," Haifa, Israel"," New York/Newark Area, Newark, New Jersey"
 Medallion Forest Products ," Itajai, Brazil"," Houston, Texas"
 Express Cafe Products ," Callao, Peru"," New York, New York"
 Qtrade Teas & Herbs ," Cartagena, Colombia"," Los Angeles, California"
 North American Plywood Corp. ," Itajai, Brazil"," New York, New York"
 Hight Quality Organics ," Cartagena, Colombia"," Oakland, California"
 Blue Linx Corporation ,None Given," New York, New York"
 Mr. Special Supermarkets Inc ," Callao, Peru"," San Juan, Puerto Rico"
 Blue Linx Corporation. ,None Given," New York, New York"
 North American Plywood Nj ,None Given," New York, New York"
 Richmond International Forest ,None Given," New York/Newark Area, Newark, New Jersey"
 Elnasr Int Ltd ," Veracruz, Mexico"," Houston, Texas"
 Sustainable Harvest & ," Caucedo, Dominican Republic"," New York, New York"
 Equal Exchange Inc ," Freeport, Grand Bahama Island, Bahamas"," New York/Newark Area, Newark, New Jersey"
 Equal Exchange Inc Tax Id 04290445 ," Freeport, Grand Bahama Island, Bahamas"," New York/Newark Area, Newark, New Jersey"
 North American Plywood Corp ," Itajai, Brazil"," New York, New York"
 Mate Revolution Inc. ," Antonina, Brazil"," Portland, Oregon"
 Indsutrial Fyltex Sa De Cv ," Haina, Dominican Republic"," Port Everglades, Florida"
