Cosignee,Origin,Destination
" Mercedes-Benz Mexico, S.De Rl De Cv "," Barcelona, Spain"," Jacksonville, Florida"
 Eberspacher Northport ," Port Elizabeth, South Africa"," Charleston, South Carolina"
" G-Mercedes, L.L.C., Johan Saris "," Rotterdam, Netherlands"," Los Angeles, California"
" Zf Chassis Systems Tuscaloosa, Llc "," Port Elizabeth, South Africa"," Charleston, South Carolina"
 Simpson Motors Ltd ," All Other Jamaica Ports, Jamaica"," San Juan, Puerto Rico"
" Mesa Vineyards, L.P. "," Cartagena, Colombia"," Houston, Texas"
 Mesa Vineyards Lp ," Las Salinas, Chile"," Houston, Texas"
 Chrysler Llc ," Kingston, Jamaica"," New York/Newark Area, Newark, New Jersey"
" Ard Logistics-Alabama, Llc "," Cape Town, South Africa"," Charleston, South Carolina"
 Oneill Vintners & Distillers ," Las Salinas, Chile"," Houston, Texas"
 Mercedes Benz Australia Pty Ltd ," Santander, Spain"," Baltimore, Maryland"
 Daimler Vehiculos Comerciales Mexic ," Porto de Sines, Portugal"," Boston, Massachusetts"
 Detroit Diesel Corporation ," Santos, Brazil"," New York/Newark Area, Newark, New Jersey"
 Mercedes Benz Minibus Gmbh ," Hasting, Australia"," Tacoma, Washington"
 Detroit Diesel Corporation 515 11th ," Santos, Brazil"," New York/Newark Area, Newark, New Jersey"
 Detroit Diesel Corporation 5 11th S ," Santos, Brazil"," New York/Newark Area, Newark, New Jersey"
" Northside Imports, Inc. "," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Formula One Management Limited ," Hamble, United Kingdom"," Houston, Texas"
 Mr P Horrocks ," Hamble, United Kingdom"," Baltimore, Maryland"
 Mercedes Benz Australia P L ," Santander, Spain"," Baltimore, Maryland"
 Fedex Trade Networks ," Port of Spain, Trinidad"," New York/Newark Area, Newark, New Jersey"
 O Neill Vintners & Distillers ," San Antonio, Chile"," Houston, Texas"
 Bermuda Media ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
" Mrecedes-Benz Usa, Llc "," Bremerhaven, Federal Republic of Germany"," Long Beach, California"
 Mercedes-Benz Mexico S De Rl De Cv ," Barcelona, Spain"," Galveston, Texas"
 Exel Logistics ," Cape Town, South Africa"," Charleston, South Carolina"
 Kontane Logistics ," Cape Town, South Africa"," Charleston, South Carolina"
 Detroit Diesel Corporation Zip Code ," Santos, Brazil"," New York/Newark Area, Newark, New Jersey"
 Nevada Automotive Test Center a Div ," Antwerp, Belgium"," Chester, Pennsylvania"
 Bee Express Pte Ltd ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Premium Ingredients Sl ," Veracruz, Mexico"," Houston, Texas"
 Detroit Diesel ," Santos, Brazil"," New York/Newark Area, Newark, New Jersey"
 Rafael Castro Mercedes ," Ciudad Trujillo, Dominican Republic"," Mayaguez, Puerto Rico"
