Cosignee,Origin,Destination
 Delta Maritime Limited ," Gooch Island, BC, Canada"," Seattle, Washington"
 Fracht Fwo Inc. Projects ," Algeciras, Spain"," Houston, Texas"
 Agility Logistics Sa De Cv ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Global Tungsten & Powders Corp ," Mina Raysut, Oman"," New York/Newark Area, Newark, New Jersey"
 Par Hawaii Refining Llc ," Rotterdam, Netherlands"," Los Angeles, California"
 Newton Buying Corp. ," Leghorn, Italy"," Savannah, Georgia"
 Marshalls ," Leghorn, Italy"," Savannah, Georgia"
 Lycoming Engines ," Liverpool, United Kingdom"," Chester, Pennsylvania"
 Sewer Tech Services Inc ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Agility Logistics Srl ," Antwerp, Belgium"," Savannah, Georgia"
 Roger Daniel O'Shaughnessy ," Exuma, Bahamas"," Miami, Florida"
 Schneider Electric Mexico ," Le Havre, France"," Savannah, Georgia"
 Cumar Inc ," La Spezia, Italy"," Boston, Massachusetts"
 Alta Gracia Holdco Inc ," Ciudad Trujillo, Dominican Republic"," Port Everglades, Florida"
 Landstar Global Logistics Inc ," Leghorn, Italy"," Baltimore, Maryland"
" Sundance Holdings Group, L.L.C. "," Genoa, Italy"," New York, New York"
 Agility Project Logistics Inc ," Antwerp, Belgium"," Houston, Texas"
" United Pet Group, a Division of Spe "," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Window Traditions Llc ," Altamira, Mexico"," Houston, Texas"
 Event Management Group ," Nassau, New Providence Island, Bahamas"," West Palm Beach, Florida"
 Daltonian Flooring Inc. ," Antwerp, Belgium"," Savannah, Georgia"
 United Pet Group Inc ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Gulfstream Petroleum Dominicana ," Kingston, Jamaica"," San Juan, Puerto Rico"
 Lycoming Engines a Textron Co. ," Liverpool, United Kingdom"," Chester, Pennsylvania"
" Jas Forwarding (Usa), Inc. Charlest "," Valencia, Spain"," Port Everglades, Florida"
 Trinity Mfg Inc ," Valencia, Spain"," Port Everglades, Florida"
 Rise Up Bequia ," Saint John, NB, Canada"," West Palm Beach, Florida"
 Ut Freight Service(Usa) Ltd. ," Cartagena, Colombia"," Houston, Texas"
 Agility Project Logistics ," Antwerp, Belgium"," Houston, Texas"
 7 Cargo Corp ," Buenos Aires, Argentina"," New York/Newark Area, Newark, New Jersey"
